service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
cognito-idp;adminlistdevices;Lists devices, as an administrator.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminlistgroupsforuser;Lists the groups that the user belongs to.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminlistuserauthevents;Lists the authentication events for the user.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminremoveuserfromgroup;Removes the specified user from the specified group.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminresetuserpassword;Resets the specified user's password in a user pool as an administrator. Works on  any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminrespondtoauthchallenge;Responds to an authentication challenge, as an administrator.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminsetusermfapreference;Sets MFA preference for the user in the userpool;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminsetuserpassword;Sets the specified user's password in a user pool as an administrator. Works on any  user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminsetusersettings;Sets all the user settings for a specified user name. Works on any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminupdateautheventfeedback;Updates the feedback for the user authentication event;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminupdatedevicestatus;Updates the device status as an administrator.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminupdateuserattributes;Updates the specified user's attributes, including developer attributes, as an administrator.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminuserglobalsignout;Signs out users from all devices, as an administrator.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;associatesoftwaretoken;Returns a unique generated shared secret key code for the user account.;Write;None;False;*
cognito-idp;changepassword;Changes the password for a specified user in a user pool.;Write;None;False;*
cognito-idp;confirmdevice;Confirms tracking of the device. This API call is the call that begins device tracking.;Write;None;False;*
cognito-idp;confirmforgotpassword;Allows a user to enter a confirmation code to reset a forgotten password.;Write;None;False;*
cognito-idp;confirmsignup;Confirms registration of a user and handles the existing alias from a previous user.;Write;None;False;*
cognito-idp;creategroup;Creates a new group in the specified user pool.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;createidentityprovider;Creates an identity provider for a user pool.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;createresourceserver;Creates a new OAuth2.0 resource server and defines custom scopes in it.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;createuserimportjob;Creates the user import job.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;createuserpool;Creates a new Amazon Cognito user pool and sets the password policy for the pool.;Write;None;False;*
cognito-idp;createuserpoolclient;Creates the user pool client.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;createuserpooldomain;Creates a new domain for a user pool.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;deletegroup;Deletes a group. Currently only groups with no members can be deleted.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;deleteidentityprovider;Deletes an identity provider for a user pool.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;deleteresourceserver;Deletes a resource server.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;deleteuser;Allows a user to delete one's self.;Write;None;False;*
cognito-idp;deleteuserattributes;Deletes the attributes for a user.;Write;None;False;*
cognito-idp;deleteuserpool;Deletes the specified Amazon Cognito user pool.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;deleteuserpoolclient;Allows the developer to delete the user pool client.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;deleteuserpooldomain;Deletes a domain for a user pool.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeidentityprovider;Gets information about a specific identity provider.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeresourceserver;Describes a resource server.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeriskconfiguration;Describes the risk configuration setting for the userpool / userpool client;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeuserimportjob;Describes the user import job.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeuserpool;Returns the configuration information and metadata of the specified user pool.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeuserpoolclient;Client method for returning the configuration information and metadata of the specified  user pool client.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;describeuserpooldomain;Gets information about a domain.;Read;None;False;*
cognito-idp;forgetdevice;Forgets the specified device.;Write;None;False;*
cognito-idp;forgotpassword;Calling this API causes a message to be sent to the end user with a confirmation code  that is required to change the user's password.;Write;None;False;*
cognito-idp;getcsvheader;Gets the header information for the .csv file to be used as input for the user import  job.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;getdevice;Gets the device.;Read;None;False;*
cognito-idp;getgroup;Gets a group.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;getidentityproviderbyidentifier;Gets the specified identity provider.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;getsigningcertificate;Returns the signing certificate.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;getuicustomization;Gets the UI Customization information for a particular app client's app UI, if there  is something set.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;getuser;Gets the user attributes and metadata for a user.;Read;None;False;*
cognito-idp;getuserattributeverificationcode;Gets the user attribute verification code for the specified attribute name.;Read;None;False;*
cognito-idp;getuserpoolmfaconfig;Gets the MFA configuration for the userpool;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;globalsignout;Signs out users from all devices.;Write;None;False;*
cognito-idp;initiateauth;Initiates the authentication flow.;Write;None;False;*
cognito-idp;listdevices;Lists the devices.;List;None;False;*
cognito-idp;listgroups;Lists the groups associated with a user pool.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listidentityproviders;Lists information about all identity providers for a user pool.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listresourceservers;Lists the resource servers for a user pool.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listtagsforresource;Lists the tags that are assigned to an Amazon Cognito user pool.;List;userpool;False;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listuserimportjobs;Lists the user import jobs..;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listuserpoolclients;Lists the clients that have been created for the specified user pool.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listuserpools;Lists the user pools associated with an AWS account.;List;None;False;*
cognito-idp;listusers;Lists the users in the Amazon Cognito user pool.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;listusersingroup;Lists the users in the specified group.;List;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;resendconfirmationcode;Resends the confirmation (for confirmation of registration) to a specific user in  the user pool.;Write;None;False;*
cognito-idp;respondtoauthchallenge;Responds to the authentication challenge.;Write;None;False;*
cognito-idp;setriskconfiguration;sets the risk configuration setting for the userpool / userpool client;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;setuicustomization;Sets the UI customization information for a user pool's built-in app UI.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
